,original_habitat,transition_habitat,functional_habitat,functional_habAge,year
1436,restored,eucalyptus_improved,eucalyptus_improved,2,32
1437,restored,eucalyptus_improved,eucalyptus_improved,3,33
1438,restored,eucalyptus_improved,eucalyptus_improved,4,34
1439,restored,eucalyptus_improved,eucalyptus_improved,5,35
1440,restored,eucalyptus_improved,eucalyptus_improved,6,36
1441,restored,eucalyptus_improved,eucalyptus_improved,1,37
1442,restored,eucalyptus_improved,eucalyptus_improved,2,38
1443,restored,eucalyptus_improved,eucalyptus_improved,3,39
1444,restored,eucalyptus_improved,eucalyptus_improved,4,40
1445,restored,eucalyptus_improved,eucalyptus_improved,5,41
1446,restored,eucalyptus_improved,eucalyptus_improved,6,42
1447,restored,eucalyptus_improved,eucalyptus_improved,1,43
1448,restored,eucalyptus_improved,eucalyptus_improved,2,44
1449,restored,eucalyptus_improved,eucalyptus_improved,3,45
1450,restored,eucalyptus_improved,eucalyptus_improved,4,46
1451,restored,eucalyptus_improved,eucalyptus_improved,5,47
1452,restored,eucalyptus_improved,eucalyptus_improved,6,48
1453,restored,eucalyptus_improved,eucalyptus_improved,1,49
1454,restored,eucalyptus_improved,eucalyptus_improved,2,50
1455,restored,eucalyptus_improved,eucalyptus_improved,3,51
1456,restored,eucalyptus_improved,eucalyptus_improved,4,52
1457,restored,eucalyptus_improved,eucalyptus_improved,5,53
1458,restored,eucalyptus_improved,eucalyptus_improved,6,54
1459,restored,eucalyptus_improved,eucalyptus_improved,1,55
1460,restored,eucalyptus_improved,eucalyptus_improved,2,56
1461,restored,eucalyptus_improved,eucalyptus_improved,3,57
1462,restored,eucalyptus_improved,eucalyptus_improved,4,58
1463,restored,eucalyptus_improved,eucalyptus_improved,5,59
1464,restored,eucalyptus_improved,eucalyptus_improved,6,60
1465,restored,restored,restored,0,0
1466,restored,restored,restored,1,1
1467,restored,restored,restored,2,2
1468,restored,restored,restored,3,3
1469,restored,restored,restored,4,4
1470,restored,restored,restored,5,5
1471,restored,restored,restored,6,6
1472,restored,restored,restored,7,7
1473,restored,restored,restored,8,8
1474,restored,restored,restored,9,9
1475,restored,restored,restored,10,10
1476,restored,restored,restored,11,11
1477,restored,restored,restored,12,12
1478,restored,restored,restored,13,13
1479,restored,restored,restored,14,14
1480,restored,restored,restored,15,15
1481,restored,restored,restored,16,16
1482,restored,restored,restored,17,17
1483,restored,restored,restored,18,18
1484,restored,restored,restored,19,19
1485,restored,restored,restored,20,20
1486,restored,restored,restored,21,21
1487,restored,restored,restored,22,22
1488,restored,restored,restored,23,23
1489,restored,restored,restored,24,24
1490,restored,restored,restored,25,25
1491,restored,restored,restored,26,26
1492,restored,restored,restored,27,27
1493,restored,restored,restored,28,28
1494,restored,restored,restored,29,29
1495,restored,restored,restored,30,30
1496,restored,restored,restored,31,31
1497,restored,restored,restored,32,32
1498,restored,restored,restored,33,33
1499,restored,restored,restored,34,34
1500,restored,restored,restored,35,35
1501,restored,restored,restored,36,36
1502,restored,restored,restored,37,37
1503,restored,restored,restored,38,38
1504,restored,restored,restored,39,39
1505,restored,restored,restored,40,40
1506,restored,restored,restored,41,41
1507,restored,restored,restored,42,42
1508,restored,restored,restored,43,43
1509,restored,restored,restored,44,44
1510,restored,restored,restored,45,45
1511,restored,restored,restored,46,46
1512,restored,restored,restored,47,47
1513,restored,restored,restored,48,48
1514,restored,restored,restored,49,49
1515,restored,restored,restored,50,50
1516,restored,restored,restored,51,51
1517,restored,restored,restored,52,52
1518,restored,restored,restored,53,53
1519,restored,restored,restored,54,54
1520,restored,restored,restored,55,55
1521,restored,restored,restored,56,56
1522,restored,restored,restored,57,57
1523,restored,restored,restored,58,58
1524,restored,restored,restored,59,59
1525,restored,restored,restored,60,60
1526,restored,twice-logged,restored,0,0
1527,restored,twice-logged,twice-logged,1,1
1528,restored,twice-logged,twice-logged,2,2
1529,restored,twice-logged,twice-logged,3,3
1530,restored,twice-logged,twice-logged,4,4
1531,restored,twice-logged,twice-logged,5,5
1532,restored,twice-logged,twice-logged,6,6
1533,restored,twice-logged,twice-logged,7,7
1534,restored,twice-logged,twice-logged,8,8
1535,restored,twice-logged,twice-logged,9,9
1536,restored,twice-logged,twice-logged,10,10
1537,restored,twice-logged,twice-logged,11,11
1538,restored,twice-logged,twice-logged,12,12
1539,restored,twice-logged,twice-logged,13,13
1540,restored,twice-logged,twice-logged,14,14
1541,restored,twice-logged,twice-logged,15,15
1542,restored,twice-logged,twice-logged,16,16
1543,restored,twice-logged,twice-logged,17,17
1544,restored,twice-logged,twice-logged,18,18
1545,restored,twice-logged,twice-logged,19,19
1546,restored,twice-logged,twice-logged,20,20
1547,restored,twice-logged,twice-logged,21,21
1548,restored,twice-logged,twice-logged,22,22
1549,restored,twice-logged,twice-logged,23,23
1550,restored,twice-logged,twice-logged,24,24
1551,restored,twice-logged,twice-logged,25,25
1552,restored,twice-logged,twice-logged,26,26
1553,restored,twice-logged,twice-logged,27,27
1554,restored,twice-logged,twice-logged,28,28
1555,restored,twice-logged,twice-logged,29,29
1556,restored,twice-logged,twice-logged,30,30
1557,restored,twice-logged,twice-logged,31,31
1558,restored,twice-logged,twice-logged,32,32
1559,restored,twice-logged,twice-logged,33,33
1560,restored,twice-logged,twice-logged,34,34
1561,restored,twice-logged,twice-logged,35,35
1562,restored,twice-logged,twice-logged,36,36
1563,restored,twice-logged,twice-logged,37,37
1564,restored,twice-logged,twice-logged,38,38
1565,restored,twice-logged,twice-logged,39,39
1566,restored,twice-logged,twice-logged,40,40
1567,restored,twice-logged,twice-logged,41,41
1568,restored,twice-logged,twice-logged,42,42
1569,restored,twice-logged,twice-logged,43,43
1570,restored,twice-logged,twice-logged,44,44
1571,restored,twice-logged,twice-logged,45,45
1572,restored,twice-logged,twice-logged,46,46
1573,restored,twice-logged,twice-logged,47,47
1574,restored,twice-logged,twice-logged,48,48
1575,restored,twice-logged,twice-logged,49,49
1576,restored,twice-logged,twice-logged,50,50
1577,restored,twice-logged,twice-logged,51,51
1578,restored,twice-logged,twice-logged,52,52
1579,restored,twice-logged,twice-logged,53,53
1580,restored,twice-logged,twice-logged,54,54
1581,restored,twice-logged,twice-logged,55,55
1582,restored,twice-logged,twice-logged,56,56
1583,restored,twice-logged,twice-logged,57,57
1584,restored,twice-logged,twice-logged,58,58
1585,restored,twice-logged,twice-logged,59,59
1586,restored,twice-logged,twice-logged,60,60
1587,twice-logged,albizia_current,twice-logged,0,0
1588,twice-logged,albizia_current,albizia_current,1,1
1589,twice-logged,albizia_current,albizia_current,2,2
1590,twice-logged,albizia_current,albizia_current,3,3
1591,twice-logged,albizia_current,albizia_current,4,4
1592,twice-logged,albizia_current,albizia_current,5,5
1593,twice-logged,albizia_current,albizia_current,6,6
1594,twice-logged,albizia_current,albizia_current,7,7
1595,twice-logged,albizia_current,albizia_current,8,8
1596,twice-logged,albizia_current,albizia_current,9,9
1597,twice-logged,albizia_current,albizia_current,10,10
1598,twice-logged,albizia_current,albizia_current,11,11
1599,twice-logged,albizia_current,albizia_current,12,12
1600,twice-logged,albizia_current,albizia_current,1,13
1601,twice-logged,albizia_current,albizia_current,2,14
1602,twice-logged,albizia_current,albizia_current,3,15
1603,twice-logged,albizia_current,albizia_current,4,16
1604,twice-logged,albizia_current,albizia_current,5,17
1605,twice-logged,albizia_current,albizia_current,6,18
1606,twice-logged,albizia_current,albizia_current,7,19
1607,twice-logged,albizia_current,albizia_current,8,20
1608,twice-logged,albizia_current,albizia_current,9,21
1609,twice-logged,albizia_current,albizia_current,10,22
1610,twice-logged,albizia_current,albizia_current,11,23
1611,twice-logged,albizia_current,albizia_current,12,24
1612,twice-logged,albizia_current,albizia_current,1,25
1613,twice-logged,albizia_current,albizia_current,2,26
1614,twice-logged,albizia_current,albizia_current,3,27
1615,twice-logged,albizia_current,albizia_current,4,28
1616,twice-logged,albizia_current,albizia_current,5,29
1617,twice-logged,albizia_current,albizia_current,6,30
1618,twice-logged,albizia_current,albizia_current,7,31
1619,twice-logged,albizia_current,albizia_current,8,32
1620,twice-logged,albizia_current,albizia_current,9,33
1621,twice-logged,albizia_current,albizia_current,10,34
1622,twice-logged,albizia_current,albizia_current,11,35
1623,twice-logged,albizia_current,albizia_current,12,36
1624,twice-logged,albizia_current,albizia_current,1,37
1625,twice-logged,albizia_current,albizia_current,2,38
1626,twice-logged,albizia_current,albizia_current,3,39
1627,twice-logged,albizia_current,albizia_current,4,40
1628,twice-logged,albizia_current,albizia_current,5,41
1629,twice-logged,albizia_current,albizia_current,6,42
1630,twice-logged,albizia_current,albizia_current,7,43
1631,twice-logged,albizia_current,albizia_current,8,44
1632,twice-logged,albizia_current,albizia_current,9,45
1633,twice-logged,albizia_current,albizia_current,10,46
1634,twice-logged,albizia_current,albizia_current,11,47
1635,twice-logged,albizia_current,albizia_current,12,48
1636,twice-logged,albizia_current,albizia_current,1,49
1637,twice-logged,albizia_current,albizia_current,2,50
1638,twice-logged,albizia_current,albizia_current,3,51
1639,twice-logged,albizia_current,albizia_current,4,52
1640,twice-logged,albizia_current,albizia_current,5,53
1641,twice-logged,albizia_current,albizia_current,6,54
1642,twice-logged,albizia_current,albizia_current,7,55
1643,twice-logged,albizia_current,albizia_current,8,56
1644,twice-logged,albizia_current,albizia_current,9,57
1645,twice-logged,albizia_current,albizia_current,10,58
1646,twice-logged,albizia_current,albizia_current,11,59
1647,twice-logged,albizia_current,albizia_current,12,60
1648,twice-logged,albizia_improved,twice-logged,0,0
1649,twice-logged,albizia_improved,albizia_improved,1,1
1650,twice-logged,albizia_improved,albizia_improved,2,2
1651,twice-logged,albizia_improved,albizia_improved,3,3
1652,twice-logged,albizia_improved,albizia_improved,4,4
1653,twice-logged,albizia_improved,albizia_improved,5,5
1654,twice-logged,albizia_improved,albizia_improved,6,6
1655,twice-logged,albizia_improved,albizia_improved,7,7
1656,twice-logged,albizia_improved,albizia_improved,8,8
1657,twice-logged,albizia_improved,albizia_improved,9,9
1658,twice-logged,albizia_improved,albizia_improved,10,10
1659,twice-logged,albizia_improved,albizia_improved,11,11
1660,twice-logged,albizia_improved,albizia_improved,12,12
1661,twice-logged,albizia_improved,albizia_improved,1,13
1662,twice-logged,albizia_improved,albizia_improved,2,14
1663,twice-logged,albizia_improved,albizia_improved,3,15
1664,twice-logged,albizia_improved,albizia_improved,4,16
1665,twice-logged,albizia_improved,albizia_improved,5,17
1666,twice-logged,albizia_improved,albizia_improved,6,18
1667,twice-logged,albizia_improved,albizia_improved,7,19
1668,twice-logged,albizia_improved,albizia_improved,8,20
1669,twice-logged,albizia_improved,albizia_improved,9,21
1670,twice-logged,albizia_improved,albizia_improved,10,22
1671,twice-logged,albizia_improved,albizia_improved,11,23
1672,twice-logged,albizia_improved,albizia_improved,12,24
1673,twice-logged,albizia_improved,albizia_improved,1,25
1674,twice-logged,albizia_improved,albizia_improved,2,26
1675,twice-logged,albizia_improved,albizia_improved,3,27
1676,twice-logged,albizia_improved,albizia_improved,4,28
1677,twice-logged,albizia_improved,albizia_improved,5,29
1678,twice-logged,albizia_improved,albizia_improved,6,30
1679,twice-logged,albizia_improved,albizia_improved,7,31
1680,twice-logged,albizia_improved,albizia_improved,8,32
1681,twice-logged,albizia_improved,albizia_improved,9,33
1682,twice-logged,albizia_improved,albizia_improved,10,34
1683,twice-logged,albizia_improved,albizia_improved,11,35
1684,twice-logged,albizia_improved,albizia_improved,12,36
1685,twice-logged,albizia_improved,albizia_improved,1,37
1686,twice-logged,albizia_improved,albizia_improved,2,38
1687,twice-logged,albizia_improved,albizia_improved,3,39
1688,twice-logged,albizia_improved,albizia_improved,4,40
1689,twice-logged,albizia_improved,albizia_improved,5,41
1690,twice-logged,albizia_improved,albizia_improved,6,42
1691,twice-logged,albizia_improved,albizia_improved,7,43
1692,twice-logged,albizia_improved,albizia_improved,8,44
1693,twice-logged,albizia_improved,albizia_improved,9,45
1694,twice-logged,albizia_improved,albizia_improved,10,46
1695,twice-logged,albizia_improved,albizia_improved,11,47
1696,twice-logged,albizia_improved,albizia_improved,12,48
1697,twice-logged,albizia_improved,albizia_improved,1,49
1698,twice-logged,albizia_improved,albizia_improved,2,50
1699,twice-logged,albizia_improved,albizia_improved,3,51
1700,twice-logged,albizia_improved,albizia_improved,4,52
1701,twice-logged,albizia_improved,albizia_improved,5,53
1702,twice-logged,albizia_improved,albizia_improved,6,54
1703,twice-logged,albizia_improved,albizia_improved,7,55
1704,twice-logged,albizia_improved,albizia_improved,8,56
1705,twice-logged,albizia_improved,albizia_improved,9,57
1706,twice-logged,albizia_improved,albizia_improved,10,58
1707,twice-logged,albizia_improved,albizia_improved,11,59
1708,twice-logged,albizia_improved,albizia_improved,12,60
1709,twice-logged,eucalyptus_current,twice-logged,0,0
1710,twice-logged,eucalyptus_current,eucalyptus_current,1,1
1711,twice-logged,eucalyptus_current,eucalyptus_current,2,2
1712,twice-logged,eucalyptus_current,eucalyptus_current,3,3
1713,twice-logged,eucalyptus_current,eucalyptus_current,4,4
1714,twice-logged,eucalyptus_current,eucalyptus_current,5,5
1715,twice-logged,eucalyptus_current,eucalyptus_current,6,6
1716,twice-logged,eucalyptus_current,eucalyptus_current,1,7
1717,twice-logged,eucalyptus_current,eucalyptus_current,2,8
1718,twice-logged,eucalyptus_current,eucalyptus_current,3,9
1719,twice-logged,eucalyptus_current,eucalyptus_current,4,10
1720,twice-logged,eucalyptus_current,eucalyptus_current,5,11
1721,twice-logged,eucalyptus_current,eucalyptus_current,6,12
1722,twice-logged,eucalyptus_current,eucalyptus_current,1,13
1723,twice-logged,eucalyptus_current,eucalyptus_current,2,14
1724,twice-logged,eucalyptus_current,eucalyptus_current,3,15
1725,twice-logged,eucalyptus_current,eucalyptus_current,4,16
1726,twice-logged,eucalyptus_current,eucalyptus_current,5,17
1727,twice-logged,eucalyptus_current,eucalyptus_current,6,18
1728,twice-logged,eucalyptus_current,eucalyptus_current,1,19
1729,twice-logged,eucalyptus_current,eucalyptus_current,2,20
1730,twice-logged,eucalyptus_current,eucalyptus_current,3,21
1731,twice-logged,eucalyptus_current,eucalyptus_current,4,22
1732,twice-logged,eucalyptus_current,eucalyptus_current,5,23
1733,twice-logged,eucalyptus_current,eucalyptus_current,6,24
1734,twice-logged,eucalyptus_current,eucalyptus_current,1,25
1735,twice-logged,eucalyptus_current,eucalyptus_current,2,26
1736,twice-logged,eucalyptus_current,eucalyptus_current,3,27
1737,twice-logged,eucalyptus_current,eucalyptus_current,4,28
1738,twice-logged,eucalyptus_current,eucalyptus_current,5,29
1739,twice-logged,eucalyptus_current,eucalyptus_current,6,30
1740,twice-logged,eucalyptus_current,eucalyptus_current,1,31
1741,twice-logged,eucalyptus_current,eucalyptus_current,2,32
1742,twice-logged,eucalyptus_current,eucalyptus_current,3,33
1743,twice-logged,eucalyptus_current,eucalyptus_current,4,34
1744,twice-logged,eucalyptus_current,eucalyptus_current,5,35
1745,twice-logged,eucalyptus_current,eucalyptus_current,6,36
1746,twice-logged,eucalyptus_current,eucalyptus_current,1,37
1747,twice-logged,eucalyptus_current,eucalyptus_current,2,38
1748,twice-logged,eucalyptus_current,eucalyptus_current,3,39
1749,twice-logged,eucalyptus_current,eucalyptus_current,4,40
1750,twice-logged,eucalyptus_current,eucalyptus_current,5,41
1751,twice-logged,eucalyptus_current,eucalyptus_current,6,42
1752,twice-logged,eucalyptus_current,eucalyptus_current,1,43
1753,twice-logged,eucalyptus_current,eucalyptus_current,2,44
1754,twice-logged,eucalyptus_current,eucalyptus_current,3,45
1755,twice-logged,eucalyptus_current,eucalyptus_current,4,46
1756,twice-logged,eucalyptus_current,eucalyptus_current,5,47
1757,twice-logged,eucalyptus_current,eucalyptus_current,6,48
1758,twice-logged,eucalyptus_current,eucalyptus_current,1,49
1759,twice-logged,eucalyptus_current,eucalyptus_current,2,50
1760,twice-logged,eucalyptus_current,eucalyptus_current,3,51
1761,twice-logged,eucalyptus_current,eucalyptus_current,4,52
1762,twice-logged,eucalyptus_current,eucalyptus_current,5,53
1763,twice-logged,eucalyptus_current,eucalyptus_current,6,54
1764,twice-logged,eucalyptus_current,eucalyptus_current,1,55
1765,twice-logged,eucalyptus_current,eucalyptus_current,2,56
1766,twice-logged,eucalyptus_current,eucalyptus_current,3,57
1767,twice-logged,eucalyptus_current,eucalyptus_current,4,58
1768,twice-logged,eucalyptus_current,eucalyptus_current,5,59
1769,twice-logged,eucalyptus_current,eucalyptus_current,6,60
1770,twice-logged,eucalyptus_improved,twice-logged,0,0
1771,twice-logged,eucalyptus_improved,eucalyptus_improved,1,1
1772,twice-logged,eucalyptus_improved,eucalyptus_improved,2,2
1773,twice-logged,eucalyptus_improved,eucalyptus_improved,3,3
1774,twice-logged,eucalyptus_improved,eucalyptus_improved,4,4
1775,twice-logged,eucalyptus_improved,eucalyptus_improved,5,5
1776,twice-logged,eucalyptus_improved,eucalyptus_improved,6,6
1777,twice-logged,eucalyptus_improved,eucalyptus_improved,1,7
1778,twice-logged,eucalyptus_improved,eucalyptus_improved,2,8
1779,twice-logged,eucalyptus_improved,eucalyptus_improved,3,9
1780,twice-logged,eucalyptus_improved,eucalyptus_improved,4,10
1781,twice-logged,eucalyptus_improved,eucalyptus_improved,5,11
1782,twice-logged,eucalyptus_improved,eucalyptus_improved,6,12
1783,twice-logged,eucalyptus_improved,eucalyptus_improved,1,13
1784,twice-logged,eucalyptus_improved,eucalyptus_improved,2,14
1785,twice-logged,eucalyptus_improved,eucalyptus_improved,3,15
1786,twice-logged,eucalyptus_improved,eucalyptus_improved,4,16
1787,twice-logged,eucalyptus_improved,eucalyptus_improved,5,17
1788,twice-logged,eucalyptus_improved,eucalyptus_improved,6,18
1789,twice-logged,eucalyptus_improved,eucalyptus_improved,1,19
1790,twice-logged,eucalyptus_improved,eucalyptus_improved,2,20
1791,twice-logged,eucalyptus_improved,eucalyptus_improved,3,21
1792,twice-logged,eucalyptus_improved,eucalyptus_improved,4,22
1793,twice-logged,eucalyptus_improved,eucalyptus_improved,5,23
1794,twice-logged,eucalyptus_improved,eucalyptus_improved,6,24
1795,twice-logged,eucalyptus_improved,eucalyptus_improved,1,25
1796,twice-logged,eucalyptus_improved,eucalyptus_improved,2,26
1797,twice-logged,eucalyptus_improved,eucalyptus_improved,3,27
1798,twice-logged,eucalyptus_improved,eucalyptus_improved,4,28
1799,twice-logged,eucalyptus_improved,eucalyptus_improved,5,29
1800,twice-logged,eucalyptus_improved,eucalyptus_improved,6,30
1801,twice-logged,eucalyptus_improved,eucalyptus_improved,1,31
1802,twice-logged,eucalyptus_improved,eucalyptus_improved,2,32
1803,twice-logged,eucalyptus_improved,eucalyptus_improved,3,33
1804,twice-logged,eucalyptus_improved,eucalyptus_improved,4,34
1805,twice-logged,eucalyptus_improved,eucalyptus_improved,5,35
1806,twice-logged,eucalyptus_improved,eucalyptus_improved,6,36
1807,twice-logged,eucalyptus_improved,eucalyptus_improved,1,37
1808,twice-logged,eucalyptus_improved,eucalyptus_improved,2,38
1809,twice-logged,eucalyptus_improved,eucalyptus_improved,3,39
1810,twice-logged,eucalyptus_improved,eucalyptus_improved,4,40
1811,twice-logged,eucalyptus_improved,eucalyptus_improved,5,41
1812,twice-logged,eucalyptus_improved,eucalyptus_improved,6,42
1813,twice-logged,eucalyptus_improved,eucalyptus_improved,1,43
1814,twice-logged,eucalyptus_improved,eucalyptus_improved,2,44
1815,twice-logged,eucalyptus_improved,eucalyptus_improved,3,45
1816,twice-logged,eucalyptus_improved,eucalyptus_improved,4,46
1817,twice-logged,eucalyptus_improved,eucalyptus_improved,5,47
1818,twice-logged,eucalyptus_improved,eucalyptus_improved,6,48
1819,twice-logged,eucalyptus_improved,eucalyptus_improved,1,49
1820,twice-logged,eucalyptus_improved,eucalyptus_improved,2,50
1821,twice-logged,eucalyptus_improved,eucalyptus_improved,3,51
1822,twice-logged,eucalyptus_improved,eucalyptus_improved,4,52
1823,twice-logged,eucalyptus_improved,eucalyptus_improved,5,53
1824,twice-logged,eucalyptus_improved,eucalyptus_improved,6,54
1825,twice-logged,eucalyptus_improved,eucalyptus_improved,1,55
1826,twice-logged,eucalyptus_improved,eucalyptus_improved,2,56
1827,twice-logged,eucalyptus_improved,eucalyptus_improved,3,57
1828,twice-logged,eucalyptus_improved,eucalyptus_improved,4,58
1829,twice-logged,eucalyptus_improved,eucalyptus_improved,5,59
1830,twice-logged,eucalyptus_improved,eucalyptus_improved,6,60
1831,twice-logged,twice-logged,twice-logged,0,0
1832,twice-logged,twice-logged,twice-logged,1,1
1833,twice-logged,twice-logged,twice-logged,2,2
1834,twice-logged,twice-logged,twice-logged,3,3
1835,twice-logged,twice-logged,twice-logged,4,4
1836,twice-logged,twice-logged,twice-logged,5,5
1837,twice-logged,twice-logged,twice-logged,6,6
1838,twice-logged,twice-logged,twice-logged,7,7
1839,twice-logged,twice-logged,twice-logged,8,8
1840,twice-logged,twice-logged,twice-logged,9,9
1841,twice-logged,twice-logged,twice-logged,10,10
1842,twice-logged,twice-logged,twice-logged,11,11
1843,twice-logged,twice-logged,twice-logged,12,12
1844,twice-logged,twice-logged,twice-logged,13,13
1845,twice-logged,twice-logged,twice-logged,14,14
1846,twice-logged,twice-logged,twice-logged,15,15
1847,twice-logged,twice-logged,twice-logged,16,16
1848,twice-logged,twice-logged,twice-logged,17,17
1849,twice-logged,twice-logged,twice-logged,18,18
1850,twice-logged,twice-logged,twice-logged,19,19
1851,twice-logged,twice-logged,twice-logged,20,20
1852,twice-logged,twice-logged,twice-logged,21,21
1853,twice-logged,twice-logged,twice-logged,22,22
1854,twice-logged,twice-logged,twice-logged,23,23
1855,twice-logged,twice-logged,twice-logged,24,24
1856,twice-logged,twice-logged,twice-logged,25,25
1857,twice-logged,twice-logged,twice-logged,26,26
1858,twice-logged,twice-logged,twice-logged,27,27
1859,twice-logged,twice-logged,twice-logged,28,28
1860,twice-logged,twice-logged,twice-logged,29,29
1861,twice-logged,twice-logged,twice-logged,30,30
1862,twice-logged,twice-logged,twice-logged,31,31
1863,twice-logged,twice-logged,twice-logged,32,32
1864,twice-logged,twice-logged,twice-logged,33,33
1865,twice-logged,twice-logged,twice-logged,34,34
1866,twice-logged,twice-logged,twice-logged,35,35
1867,twice-logged,twice-logged,twice-logged,36,36
1868,twice-logged,twice-logged,twice-logged,37,37
1869,twice-logged,twice-logged,twice-logged,38,38
1870,twice-logged,twice-logged,twice-logged,39,39
1871,twice-logged,twice-logged,twice-logged,40,40
1872,twice-logged,twice-logged,twice-logged,41,41
1873,twice-logged,twice-logged,twice-logged,42,42
1874,twice-logged,twice-logged,twice-logged,43,43
1875,twice-logged,twice-logged,twice-logged,44,44
1876,twice-logged,twice-logged,twice-logged,45,45
1877,twice-logged,twice-logged,twice-logged,46,46
1878,twice-logged,twice-logged,twice-logged,47,47
1879,twice-logged,twice-logged,twice-logged,48,48
1880,twice-logged,twice-logged,twice-logged,49,49
1881,twice-logged,twice-logged,twice-logged,50,50
1882,twice-logged,twice-logged,twice-logged,51,51
1883,twice-logged,twice-logged,twice-logged,52,52
1884,twice-logged,twice-logged,twice-logged,53,53
1885,twice-logged,twice-logged,twice-logged,54,54
1886,twice-logged,twice-logged,twice-logged,55,55
1887,twice-logged,twice-logged,twice-logged,56,56
1888,twice-logged,twice-logged,twice-logged,57,57
1889,twice-logged,twice-logged,twice-logged,58,58
1890,twice-logged,twice-logged,twice-logged,59,59
1891,twice-logged,twice-logged,twice-logged,60,60
